<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS-12.18,1,25/09/18,12:01,114840.0,114890.0,114830.0,114850.0,478
SPFB.RTS-12.18,1,25/09/18,12:02,114860.0,114890.0,114850.0,114870.0,86
SPFB.RTS-12.18,1,25/09/18,12:03,114870.0,114890.0,114820.0,114820.0,245
SPFB.RTS-12.18,1,25/09/18,12:04,114820.0,114850.0,114780.0,114800.0,514
SPFB.RTS-12.18,1,25/09/18,12:05,114810.0,114880.0,114780.0,114850.0,293
SPFB.RTS-12.18,1,25/09/18,12:06,114870.0,114870.0,114820.0,114850.0,118
SPFB.RTS-12.18,1,25/09/18,12:07,114840.0,114860.0,114780.0,114800.0,443
SPFB.RTS-12.18,1,25/09/18,12:08,114800.0,114800.0,114640.0,114690.0,1385
SPFB.RTS-12.18,1,25/09/18,12:09,114690.0,114790.0,114690.0,114740.0,384
SPFB.RTS-12.18,1,25/09/18,12:10,114740.0,114790.0,114740.0,114740.0,202
SPFB.RTS-12.18,1,25/09/18,12:11,114740.0,114750.0,114700.0,114730.0,242
SPFB.RTS-12.18,1,25/09/18,12:12,114730.0,114810.0,114710.0,114780.0,331
SPFB.RTS-12.18,1,25/09/18,12:13,114780.0,114860.0,114780.0,114860.0,238
SPFB.RTS-12.18,1,25/09/18,12:14,114860.0,114960.0,114860.0,114960.0,979
SPFB.RTS-12.18,1,25/09/18,12:15,114950.0,115060.0,114930.0,115050.0,1429
SPFB.RTS-12.18,1,25/09/18,12:16,115050.0,115210.0,115050.0,115100.0,3522
SPFB.RTS-12.18,1,25/09/18,12:17,115120.0,115210.0,115080.0,115210.0,855
SPFB.RTS-12.18,1,25/09/18,12:18,115190.0,115200.0,115120.0,115120.0,377
SPFB.RTS-12.18,1,25/09/18,12:19,115130.0,115240.0,115130.0,115200.0,1184
SPFB.RTS-12.18,1,25/09/18,12:20,115200.0,115220.0,115160.0,115190.0,306
SPFB.RTS-12.18,1,25/09/18,12:21,115190.0,115190.0,115120.0,115140.0,481
SPFB.RTS-12.18,1,25/09/18,12:22,115150.0,115160.0,115100.0,115140.0,730
SPFB.RTS-12.18,1,25/09/18,12:23,115150.0,115160.0,115100.0,115110.0,277
SPFB.RTS-12.18,1,25/09/18,12:24,115110.0,115150.0,115110.0,115140.0,292
SPFB.RTS-12.18,1,25/09/18,12:25,115130.0,115170.0,115100.0,115140.0,247
SPFB.RTS-12.18,1,25/09/18,12:26,115160.0,115200.0,115150.0,115170.0,443
SPFB.RTS-12.18,1,25/09/18,12:27,115170.0,115230.0,115160.0,115180.0,735
SPFB.RTS-12.18,1,25/09/18,12:28,115200.0,115280.0,115190.0,115210.0,639
SPFB.RTS-12.18,1,25/09/18,12:29,115200.0,115250.0,115190.0,115200.0,276
SPFB.RTS-12.18,1,25/09/18,12:30,115200.0,115210.0,115160.0,115180.0,391
SPFB.RTS-12.18,1,25/09/18,12:31,115170.0,115240.0,115100.0,115130.0,897
SPFB.RTS-12.18,1,25/09/18,12:32,115140.0,115150.0,115100.0,115140.0,287
SPFB.RTS-12.18,1,25/09/18,12:33,115140.0,115170.0,115100.0,115110.0,441
SPFB.RTS-12.18,1,25/09/18,12:34,115110.0,115130.0,115060.0,115130.0,439
SPFB.RTS-12.18,1,25/09/18,12:35,115130.0,115130.0,115060.0,115090.0,185
SPFB.RTS-12.18,1,25/09/18,12:36,115080.0,115090.0,114910.0,114950.0,1468
SPFB.RTS-12.18,1,25/09/18,12:37,114940.0,115030.0,114900.0,115000.0,695
SPFB.RTS-12.18,1,25/09/18,12:38,115020.0,115050.0,115000.0,115040.0,359
SPFB.RTS-12.18,1,25/09/18,12:39,115020.0,115030.0,114990.0,115020.0,389
SPFB.RTS-12.18,1,25/09/18,12:40,115020.0,115050.0,115000.0,115030.0,458
SPFB.RTS-12.18,1,25/09/18,12:41,115040.0,115040.0,114970.0,114980.0,263
SPFB.RTS-12.18,1,25/09/18,12:42,114990.0,115010.0,114940.0,114970.0,115
SPFB.RTS-12.18,1,25/09/18,12:43,114960.0,115020.0,114950.0,115010.0,154
SPFB.RTS-12.18,1,25/09/18,12:44,115020.0,115030.0,114980.0,115000.0,255
SPFB.RTS-12.18,1,25/09/18,12:45,114990.0,115030.0,114980.0,115030.0,249
SPFB.RTS-12.18,1,25/09/18,12:46,115030.0,115030.0,114930.0,114980.0,411
SPFB.RTS-12.18,1,25/09/18,12:47,114980.0,115000.0,114920.0,114930.0,345
SPFB.RTS-12.18,1,25/09/18,12:48,114920.0,114990.0,114910.0,114960.0,278
SPFB.RTS-12.18,1,25/09/18,12:49,114980.0,114990.0,114920.0,114940.0,365
SPFB.RTS-12.18,1,25/09/18,12:50,114950.0,115020.0,114950.0,115000.0,326
SPFB.RTS-12.18,1,25/09/18,12:51,115010.0,115030.0,114960.0,115000.0,195
SPFB.RTS-12.18,1,25/09/18,12:52,115020.0,115020.0,114970.0,114970.0,246
SPFB.RTS-12.18,1,25/09/18,12:53,114990.0,115020.0,114970.0,115010.0,191
SPFB.RTS-12.18,1,25/09/18,12:54,115010.0,115030.0,114960.0,115000.0,265
SPFB.RTS-12.18,1,25/09/18,12:55,115000.0,115020.0,114930.0,114980.0,389
SPFB.RTS-12.18,1,25/09/18,12:56,114990.0,115000.0,114930.0,114940.0,287
SPFB.RTS-12.18,1,25/09/18,12:57,114940.0,115000.0,114910.0,114980.0,426
SPFB.RTS-12.18,1,25/09/18,12:58,114980.0,114990.0,114900.0,114920.0,433
SPFB.RTS-12.18,1,25/09/18,12:59,114930.0,114950.0,114850.0,114950.0,852
SPFB.RTS-12.18,1,25/09/18,13:00,114950.0,114980.0,114920.0,114980.0,321
SPFB.RTS-12.18,1,25/09/18,13:01,114970.0,114970.0,114910.0,114930.0,272
SPFB.RTS-12.18,1,25/09/18,13:02,114910.0,114960.0,114890.0,114960.0,219
SPFB.RTS-12.18,1,25/09/18,13:03,114940.0,115000.0,114900.0,115000.0,362
SPFB.RTS-12.18,1,25/09/18,13:04,114990.0,115030.0,114950.0,114990.0,488
SPFB.RTS-12.18,1,25/09/18,13:05,114990.0,115050.0,114990.0,115020.0,448
SPFB.RTS-12.18,1,25/09/18,13:06,115020.0,115020.0,114930.0,114950.0,505
SPFB.RTS-12.18,1,25/09/18,13:07,114960.0,115010.0,114950.0,114960.0,448
SPFB.RTS-12.18,1,25/09/18,13:08,114960.0,114960.0,114900.0,114910.0,251
SPFB.RTS-12.18,1,25/09/18,13:09,114900.0,114930.0,114890.0,114920.0,319
SPFB.RTS-12.18,1,25/09/18,13:10,114930.0,114970.0,114890.0,114890.0,296
SPFB.RTS-12.18,1,25/09/18,13:11,114900.0,114910.0,114860.0,114910.0,244
SPFB.RTS-12.18,1,25/09/18,13:12,114900.0,114950.0,114890.0,114950.0,168
SPFB.RTS-12.18,1,25/09/18,13:13,114940.0,114970.0,114900.0,114900.0,141
SPFB.RTS-12.18,1,25/09/18,13:14,114900.0,114940.0,114880.0,114910.0,196
SPFB.RTS-12.18,1,25/09/18,13:15,114930.0,114940.0,114840.0,114850.0,407
SPFB.RTS-12.18,1,25/09/18,13:16,114850.0,114870.0,114820.0,114840.0,563
SPFB.RTS-12.18,1,25/09/18,13:17,114840.0,114870.0,114820.0,114830.0,285
SPFB.RTS-12.18,1,25/09/18,13:18,114840.0,114890.0,114830.0,114880.0,192
SPFB.RTS-12.18,1,25/09/18,13:19,114860.0,114900.0,114820.0,114870.0,103
SPFB.RTS-12.18,1,25/09/18,13:20,114890.0,114900.0,114850.0,114870.0,154
SPFB.RTS-12.18,1,25/09/18,13:21,114860.0,114900.0,114830.0,114840.0,248
SPFB.RTS-12.18,1,25/09/18,13:22,114850.0,114870.0,114830.0,114830.0,166
SPFB.RTS-12.18,1,25/09/18,13:23,114820.0,114860.0,114810.0,114850.0,239
SPFB.RTS-12.18,1,25/09/18,13:24,114850.0,114850.0,114780.0,114800.0,293
SPFB.RTS-12.18,1,25/09/18,13:25,114790.0,114810.0,114760.0,114770.0,247
SPFB.RTS-12.18,1,25/09/18,13:26,114790.0,114800.0,114720.0,114750.0,635
SPFB.RTS-12.18,1,25/09/18,13:27,114750.0,114760.0,114730.0,114750.0,168
SPFB.RTS-12.18,1,25/09/18,13:28,114740.0,114800.0,114740.0,114790.0,446
SPFB.RTS-12.18,1,25/09/18,13:29,114790.0,114860.0,114770.0,114850.0,478
SPFB.RTS-12.18,1,25/09/18,13:30,114850.0,114880.0,114790.0,114870.0,533
SPFB.RTS-12.18,1,25/09/18,13:31,114850.0,114880.0,114830.0,114880.0,328
SPFB.RTS-12.18,1,25/09/18,13:32,114880.0,114920.0,114870.0,114900.0,598
SPFB.RTS-12.18,1,25/09/18,13:33,114910.0,114980.0,114900.0,114970.0,621
SPFB.RTS-12.18,1,25/09/18,13:34,114960.0,114990.0,114900.0,114920.0,592
SPFB.RTS-12.18,1,25/09/18,13:35,114920.0,114960.0,114920.0,114950.0,211
SPFB.RTS-12.18,1,25/09/18,13:36,114950.0,114990.0,114930.0,114980.0,291
SPFB.RTS-12.18,1,25/09/18,13:37,114970.0,115030.0,114970.0,115030.0,604
SPFB.RTS-12.18,1,25/09/18,13:38,115040.0,115110.0,114990.0,115090.0,1351
SPFB.RTS-12.18,1,25/09/18,13:39,115100.0,115140.0,115080.0,115110.0,468
SPFB.RTS-12.18,1,25/09/18,13:40,115120.0,115160.0,115100.0,115160.0,811
SPFB.RTS-12.18,1,25/09/18,13:41,115150.0,115200.0,115150.0,115180.0,523
SPFB.RTS-12.18,1,25/09/18,13:42,115170.0,115190.0,115110.0,115110.0,530
SPFB.RTS-12.18,1,25/09/18,13:43,115120.0,115130.0,115100.0,115100.0,203
SPFB.RTS-12.18,1,25/09/18,13:44,115110.0,115170.0,115100.0,115150.0,652
SPFB.RTS-12.18,1,25/09/18,13:45,115140.0,115160.0,115110.0,115130.0,168
SPFB.RTS-12.18,1,25/09/18,13:46,115130.0,115180.0,115120.0,115170.0,230
SPFB.RTS-12.18,1,25/09/18,13:47,115180.0,115270.0,115160.0,115270.0,761
SPFB.RTS-12.18,1,25/09/18,13:48,115260.0,115320.0,115230.0,115260.0,901
SPFB.RTS-12.18,1,25/09/18,13:49,115260.0,115270.0,115230.0,115240.0,241
SPFB.RTS-12.18,1,25/09/18,13:50,115240.0,115280.0,115240.0,115270.0,199
SPFB.RTS-12.18,1,25/09/18,13:51,115250.0,115320.0,115250.0,115270.0,657
SPFB.RTS-12.18,1,25/09/18,13:52,115270.0,115290.0,115250.0,115270.0,545
SPFB.RTS-12.18,1,25/09/18,13:53,115280.0,115290.0,115220.0,115270.0,820
SPFB.RTS-12.18,1,25/09/18,13:54,115260.0,115310.0,115240.0,115280.0,454
SPFB.RTS-12.18,1,25/09/18,13:55,115290.0,115310.0,115250.0,115250.0,432
SPFB.RTS-12.18,1,25/09/18,13:56,115250.0,115260.0,115210.0,115210.0,275
SPFB.RTS-12.18,1,25/09/18,13:57,115210.0,115290.0,115200.0,115230.0,450
SPFB.RTS-12.18,1,25/09/18,13:58,115240.0,115240.0,115200.0,115210.0,278
SPFB.RTS-12.18,1,25/09/18,13:59,115210.0,115280.0,115200.0,115280.0,424
SPFB.RTS-12.18,1,25/09/18,14:00,115280.0,115370.0,115270.0,115310.0,1213
SPFB.RTS-12.18,1,25/09/18,14:06,115310.0,115340.0,115160.0,115170.0,1330
SPFB.RTS-12.18,1,25/09/18,14:07,115180.0,115190.0,115150.0,115180.0,636
SPFB.RTS-12.18,1,25/09/18,14:08,115180.0,115240.0,115170.0,115240.0,413
SPFB.RTS-12.18,1,25/09/18,14:09,115230.0,115270.0,115220.0,115230.0,328
SPFB.RTS-12.18,1,25/09/18,14:10,115220.0,115230.0,115200.0,115210.0,188
SPFB.RTS-12.18,1,25/09/18,14:11,115220.0,115240.0,115170.0,115170.0,180
SPFB.RTS-12.18,1,25/09/18,14:12,115170.0,115180.0,115080.0,115140.0,899
SPFB.RTS-12.18,1,25/09/18,14:13,115130.0,115180.0,115130.0,115150.0,138
SPFB.RTS-12.18,1,25/09/18,14:14,115150.0,115180.0,115140.0,115140.0,93
SPFB.RTS-12.18,1,25/09/18,14:15,115150.0,115170.0,115120.0,115130.0,173
SPFB.RTS-12.18,1,25/09/18,14:16,115140.0,115160.0,115100.0,115100.0,234
SPFB.RTS-12.18,1,25/09/18,14:17,115100.0,115110.0,115050.0,115060.0,455
SPFB.RTS-12.18,1,25/09/18,14:18,115070.0,115120.0,115050.0,115120.0,222
SPFB.RTS-12.18,1,25/09/18,14:19,115120.0,115150.0,115090.0,115150.0,286
SPFB.RTS-12.18,1,25/09/18,14:20,115150.0,115150.0,115080.0,115120.0,342
SPFB.RTS-12.18,1,25/09/18,14:21,115120.0,115160.0,115100.0,115150.0,175
SPFB.RTS-12.18,1,25/09/18,14:22,115150.0,115320.0,115150.0,115280.0,957
SPFB.RTS-12.18,1,25/09/18,14:23,115300.0,115440.0,115260.0,115400.0,1974
SPFB.RTS-12.18,1,25/09/18,14:24,115400.0,115450.0,115380.0,115390.0,1143
SPFB.RTS-12.18,1,25/09/18,14:25,115400.0,115440.0,115370.0,115370.0,526
SPFB.RTS-12.18,1,25/09/18,14:26,115370.0,115390.0,115360.0,115380.0,228
SPFB.RTS-12.18,1,25/09/18,14:27,115380.0,115450.0,115360.0,115420.0,521
SPFB.RTS-12.18,1,25/09/18,14:28,115420.0,115450.0,115400.0,115410.0,559
SPFB.RTS-12.18,1,25/09/18,14:29,115420.0,115480.0,115400.0,115410.0,634
SPFB.RTS-12.18,1,25/09/18,14:30,115410.0,115430.0,115380.0,115410.0,439
SPFB.RTS-12.18,1,25/09/18,14:31,115420.0,115460.0,115390.0,115460.0,449
SPFB.RTS-12.18,1,25/09/18,14:32,115460.0,115490.0,115440.0,115490.0,673
SPFB.RTS-12.18,1,25/09/18,14:33,115490.0,115640.0,115490.0,115600.0,3646
SPFB.RTS-12.18,1,25/09/18,14:34,115610.0,115670.0,115590.0,115640.0,1140
SPFB.RTS-12.18,1,25/09/18,14:35,115630.0,115670.0,115580.0,115580.0,740
SPFB.RTS-12.18,1,25/09/18,14:36,115600.0,115630.0,115580.0,115590.0,517
SPFB.RTS-12.18,1,25/09/18,14:37,115600.0,115600.0,115510.0,115520.0,653
SPFB.RTS-12.18,1,25/09/18,14:38,115520.0,115540.0,115480.0,115480.0,436
SPFB.RTS-12.18,1,25/09/18,14:39,115490.0,115550.0,115480.0,115530.0,730
SPFB.RTS-12.18,1,25/09/18,14:40,115530.0,115540.0,115480.0,115480.0,261
SPFB.RTS-12.18,1,25/09/18,14:41,115470.0,115520.0,115460.0,115510.0,372
SPFB.RTS-12.18,1,25/09/18,14:42,115490.0,115500.0,115390.0,115430.0,723
SPFB.RTS-12.18,1,25/09/18,14:43,115440.0,115460.0,115400.0,115420.0,306
SPFB.RTS-12.18,1,25/09/18,14:44,115410.0,115410.0,115370.0,115390.0,252
SPFB.RTS-12.18,1,25/09/18,14:45,115390.0,115450.0,115370.0,115400.0,783
SPFB.RTS-12.18,1,25/09/18,14:46,115410.0,115420.0,115390.0,115420.0,248
SPFB.RTS-12.18,1,25/09/18,14:47,115420.0,115430.0,115350.0,115370.0,377
SPFB.RTS-12.18,1,25/09/18,14:48,115370.0,115400.0,115350.0,115350.0,311
SPFB.RTS-12.18,1,25/09/18,14:49,115350.0,115390.0,115330.0,115340.0,373
SPFB.RTS-12.18,1,25/09/18,14:50,115360.0,115400.0,115330.0,115390.0,352
SPFB.RTS-12.18,1,25/09/18,14:51,115380.0,115400.0,115360.0,115380.0,218
SPFB.RTS-12.18,1,25/09/18,14:52,115380.0,115390.0,115340.0,115380.0,228
SPFB.RTS-12.18,1,25/09/18,14:53,115370.0,115440.0,115370.0,115430.0,467
SPFB.RTS-12.18,1,25/09/18,14:54,115430.0,115430.0,115360.0,115370.0,336
SPFB.RTS-12.18,1,25/09/18,14:55,115360.0,115360.0,115300.0,115350.0,634
SPFB.RTS-12.18,1,25/09/18,14:56,115360.0,115360.0,115300.0,115310.0,228
SPFB.RTS-12.18,1,25/09/18,14:57,115320.0,115350.0,115270.0,115290.0,432
SPFB.RTS-12.18,1,25/09/18,14:58,115300.0,115320.0,115290.0,115310.0,114
SPFB.RTS-12.18,1,25/09/18,14:59,115330.0,115340.0,115280.0,115300.0,114
SPFB.RTS-12.18,1,25/09/18,15:00,115320.0,115350.0,115310.0,115340.0,160
SPFB.RTS-12.18,1,25/09/18,15:01,115340.0,115440.0,115330.0,115430.0,622
SPFB.RTS-12.18,1,25/09/18,15:02,115420.0,115480.0,115390.0,115440.0,512
SPFB.RTS-12.18,1,25/09/18,15:03,115440.0,115450.0,115400.0,115400.0,217
SPFB.RTS-12.18,1,25/09/18,15:04,115430.0,115440.0,115370.0,115420.0,172
SPFB.RTS-12.18,1,25/09/18,15:05,115390.0,115400.0,115350.0,115370.0,234
SPFB.RTS-12.18,1,25/09/18,15:06,115390.0,115440.0,115390.0,115430.0,219
SPFB.RTS-12.18,1,25/09/18,15:07,115430.0,115470.0,115400.0,115430.0,271
SPFB.RTS-12.18,1,25/09/18,15:08,115430.0,115440.0,115410.0,115410.0,126
SPFB.RTS-12.18,1,25/09/18,15:09,115420.0,115450.0,115320.0,115330.0,621
SPFB.RTS-12.18,1,25/09/18,15:10,115330.0,115360.0,115300.0,115340.0,272
SPFB.RTS-12.18,1,25/09/18,15:11,115330.0,115390.0,115330.0,115330.0,259
SPFB.RTS-12.18,1,25/09/18,15:12,115330.0,115340.0,115300.0,115310.0,208
SPFB.RTS-12.18,1,25/09/18,15:13,115310.0,115310.0,115250.0,115270.0,435
SPFB.RTS-12.18,1,25/09/18,15:14,115260.0,115290.0,115260.0,115270.0,243
SPFB.RTS-12.18,1,25/09/18,15:15,115260.0,115320.0,115260.0,115300.0,150
SPFB.RTS-12.18,1,25/09/18,15:16,115320.0,115330.0,115290.0,115300.0,208
SPFB.RTS-12.18,1,25/09/18,15:17,115310.0,115320.0,115240.0,115280.0,401
SPFB.RTS-12.18,1,25/09/18,15:18,115280.0,115290.0,115200.0,115220.0,834
SPFB.RTS-12.18,1,25/09/18,15:19,115230.0,115250.0,115220.0,115230.0,260
SPFB.RTS-12.18,1,25/09/18,15:20,115240.0,115290.0,115230.0,115270.0,211
SPFB.RTS-12.18,1,25/09/18,15:21,115280.0,115350.0,115270.0,115330.0,487
SPFB.RTS-12.18,1,25/09/18,15:22,115330.0,115330.0,115240.0,115240.0,414
SPFB.RTS-12.18,1,25/09/18,15:23,115240.0,115280.0,115230.0,115270.0,297
SPFB.RTS-12.18,1,25/09/18,15:24,115270.0,115290.0,115230.0,115250.0,104
SPFB.RTS-12.18,1,25/09/18,15:25,115240.0,115250.0,115180.0,115220.0,565
SPFB.RTS-12.18,1,25/09/18,15:26,115230.0,115280.0,115220.0,115250.0,189
SPFB.RTS-12.18,1,25/09/18,15:27,115250.0,115270.0,115200.0,115230.0,272
SPFB.RTS-12.18,1,25/09/18,15:28,115250.0,115250.0,115200.0,115200.0,117
SPFB.RTS-12.18,1,25/09/18,15:29,115200.0,115220.0,115170.0,115200.0,482
SPFB.RTS-12.18,1,25/09/18,15:30,115210.0,115240.0,115200.0,115220.0,191
SPFB.RTS-12.18,1,25/09/18,15:31,115220.0,115230.0,115180.0,115200.0,459
SPFB.RTS-12.18,1,25/09/18,15:32,115210.0,115210.0,115180.0,115200.0,46
SPFB.RTS-12.18,1,25/09/18,15:33,115190.0,115240.0,115160.0,115170.0,387
SPFB.RTS-12.18,1,25/09/18,15:34,115170.0,115170.0,115090.0,115100.0,724
SPFB.RTS-12.18,1,25/09/18,15:35,115090.0,115120.0,114980.0,115080.0,1889
SPFB.RTS-12.18,1,25/09/18,15:36,115060.0,115120.0,115050.0,115060.0,583
SPFB.RTS-12.18,1,25/09/18,15:37,115070.0,115140.0,115030.0,115110.0,961
SPFB.RTS-12.18,1,25/09/18,15:38,115110.0,115110.0,115060.0,115060.0,129
SPFB.RTS-12.18,1,25/09/18,15:39,115060.0,115120.0,115020.0,115080.0,455
SPFB.RTS-12.18,1,25/09/18,15:40,115080.0,115080.0,115040.0,115050.0,189
SPFB.RTS-12.18,1,25/09/18,15:41,115040.0,115060.0,115040.0,115060.0,137
SPFB.RTS-12.18,1,25/09/18,15:42,115060.0,115120.0,115040.0,115120.0,430
SPFB.RTS-12.18,1,25/09/18,15:43,115110.0,115210.0,115110.0,115170.0,1006
SPFB.RTS-12.18,1,25/09/18,15:44,115170.0,115240.0,115170.0,115180.0,449
SPFB.RTS-12.18,1,25/09/18,15:45,115190.0,115210.0,115160.0,115210.0,236
SPFB.RTS-12.18,1,25/09/18,15:46,115210.0,115210.0,115160.0,115200.0,293
SPFB.RTS-12.18,1,25/09/18,15:47,115200.0,115250.0,115200.0,115230.0,345
SPFB.RTS-12.18,1,25/09/18,15:48,115240.0,115270.0,115230.0,115260.0,358
SPFB.RTS-12.18,1,25/09/18,15:49,115260.0,115270.0,115240.0,115250.0,165
SPFB.RTS-12.18,1,25/09/18,15:50,115240.0,115300.0,115240.0,115270.0,429
SPFB.RTS-12.18,1,25/09/18,15:51,115270.0,115300.0,115270.0,115280.0,183
SPFB.RTS-12.18,1,25/09/18,15:52,115300.0,115320.0,115270.0,115280.0,331
SPFB.RTS-12.18,1,25/09/18,15:53,115280.0,115290.0,115220.0,115270.0,449
SPFB.RTS-12.18,1,25/09/18,15:54,115270.0,115310.0,115260.0,115280.0,188
SPFB.RTS-12.18,1,25/09/18,15:55,115280.0,115280.0,115230.0,115230.0,159
SPFB.RTS-12.18,1,25/09/18,15:56,115240.0,115290.0,115210.0,115270.0,207
SPFB.RTS-12.18,1,25/09/18,15:57,115280.0,115300.0,115270.0,115280.0,122
SPFB.RTS-12.18,1,25/09/18,15:58,115280.0,115300.0,115270.0,115290.0,157
SPFB.RTS-12.18,1,25/09/18,15:59,115300.0,115320.0,115260.0,115260.0,339
SPFB.RTS-12.18,1,25/09/18,16:00,115260.0,115270.0,115230.0,115250.0,272
SPFB.RTS-12.18,1,25/09/18,16:01,115250.0,115290.0,115220.0,115250.0,216
SPFB.RTS-12.18,1,25/09/18,16:02,115250.0,115260.0,115140.0,115220.0,755
SPFB.RTS-12.18,1,25/09/18,16:03,115220.0,115250.0,115190.0,115210.0,553
SPFB.RTS-12.18,1,25/09/18,16:04,115220.0,115220.0,115130.0,115130.0,191
SPFB.RTS-12.18,1,25/09/18,16:05,115120.0,115130.0,115030.0,115090.0,758
SPFB.RTS-12.18,1,25/09/18,16:06,115110.0,115240.0,115050.0,115230.0,655
SPFB.RTS-12.18,1,25/09/18,16:07,115230.0,115230.0,115160.0,115180.0,270
SPFB.RTS-12.18,1,25/09/18,16:08,115180.0,115240.0,115170.0,115240.0,121
SPFB.RTS-12.18,1,25/09/18,16:09,115230.0,115340.0,115230.0,115300.0,937
SPFB.RTS-12.18,1,25/09/18,16:10,115310.0,115310.0,115270.0,115280.0,145
SPFB.RTS-12.18,1,25/09/18,16:11,115280.0,115330.0,115270.0,115310.0,190
SPFB.RTS-12.18,1,25/09/18,16:12,115310.0,115320.0,115290.0,115310.0,123
SPFB.RTS-12.18,1,25/09/18,16:13,115310.0,115330.0,115290.0,115300.0,168
SPFB.RTS-12.18,1,25/09/18,16:14,115300.0,115300.0,115250.0,115250.0,422
SPFB.RTS-12.18,1,25/09/18,16:15,115240.0,115270.0,115230.0,115260.0,405
SPFB.RTS-12.18,1,25/09/18,16:16,115260.0,115270.0,115180.0,115250.0,614
SPFB.RTS-12.18,1,25/09/18,16:17,115250.0,115270.0,115220.0,115270.0,142
SPFB.RTS-12.18,1,25/09/18,16:18,115270.0,115300.0,115260.0,115300.0,302
SPFB.RTS-12.18,1,25/09/18,16:19,115290.0,115310.0,115260.0,115290.0,355
SPFB.RTS-12.18,1,25/09/18,16:20,115290.0,115290.0,115260.0,115280.0,172
SPFB.RTS-12.18,1,25/09/18,16:21,115280.0,115390.0,115280.0,115320.0,1109
SPFB.RTS-12.18,1,25/09/18,16:22,115310.0,115340.0,115290.0,115310.0,222
SPFB.RTS-12.18,1,25/09/18,16:23,115310.0,115370.0,115310.0,115330.0,359
SPFB.RTS-12.18,1,25/09/18,16:24,115320.0,115330.0,115300.0,115330.0,321
SPFB.RTS-12.18,1,25/09/18,16:25,115320.0,115390.0,115320.0,115350.0,626
SPFB.RTS-12.18,1,25/09/18,16:26,115360.0,115380.0,115310.0,115310.0,374
SPFB.RTS-12.18,1,25/09/18,16:27,115310.0,115330.0,115290.0,115330.0,155
SPFB.RTS-12.18,1,25/09/18,16:28,115310.0,115320.0,115260.0,115260.0,238
SPFB.RTS-12.18,1,25/09/18,16:29,115260.0,115310.0,115250.0,115280.0,189
SPFB.RTS-12.18,1,25/09/18,16:30,115300.0,115300.0,115220.0,115230.0,276
SPFB.RTS-12.18,1,25/09/18,16:31,115240.0,115360.0,115240.0,115330.0,874
SPFB.RTS-12.18,1,25/09/18,16:32,115330.0,115350.0,115270.0,115330.0,622
SPFB.RTS-12.18,1,25/09/18,16:33,115330.0,115430.0,115320.0,115430.0,795
SPFB.RTS-12.18,1,25/09/18,16:34,115430.0,115440.0,115360.0,115400.0,586
SPFB.RTS-12.18,1,25/09/18,16:35,115390.0,115430.0,115360.0,115410.0,235
SPFB.RTS-12.18,1,25/09/18,16:36,115410.0,115420.0,115370.0,115380.0,297
SPFB.RTS-12.18,1,25/09/18,16:37,115390.0,115400.0,115350.0,115370.0,238
SPFB.RTS-12.18,1,25/09/18,16:38,115370.0,115390.0,115340.0,115380.0,219
SPFB.RTS-12.18,1,25/09/18,16:39,115390.0,115480.0,115360.0,115470.0,956
SPFB.RTS-12.18,1,25/09/18,16:40,115470.0,115500.0,115440.0,115490.0,923
SPFB.RTS-12.18,1,25/09/18,16:41,115490.0,115570.0,115400.0,115560.0,1755
SPFB.RTS-12.18,1,25/09/18,16:42,115560.0,115650.0,115540.0,115650.0,2156
SPFB.RTS-12.18,1,25/09/18,16:43,115640.0,115650.0,115560.0,115610.0,1508
SPFB.RTS-12.18,1,25/09/18,16:44,115620.0,115630.0,115560.0,115560.0,450
SPFB.RTS-12.18,1,25/09/18,16:45,115570.0,115570.0,115540.0,115550.0,382
SPFB.RTS-12.18,1,25/09/18,16:46,115560.0,115620.0,115550.0,115600.0,426
SPFB.RTS-12.18,1,25/09/18,16:47,115600.0,115660.0,115580.0,115590.0,1184
SPFB.RTS-12.18,1,25/09/18,16:48,115600.0,115600.0,115550.0,115560.0,644
SPFB.RTS-12.18,1,25/09/18,16:49,115560.0,115590.0,115550.0,115580.0,308
SPFB.RTS-12.18,1,25/09/18,16:50,115580.0,115600.0,115550.0,115570.0,297
SPFB.RTS-12.18,1,25/09/18,16:51,115580.0,115600.0,115560.0,115580.0,232
SPFB.RTS-12.18,1,25/09/18,16:52,115580.0,115810.0,115580.0,115730.0,4382
SPFB.RTS-12.18,1,25/09/18,16:53,115740.0,115770.0,115700.0,115720.0,712
SPFB.RTS-12.18,1,25/09/18,16:54,115720.0,115780.0,115700.0,115750.0,892
SPFB.RTS-12.18,1,25/09/18,16:55,115770.0,115780.0,115670.0,115700.0,1085
SPFB.RTS-12.18,1,25/09/18,16:56,115710.0,115800.0,115690.0,115790.0,671
SPFB.RTS-12.18,1,25/09/18,16:57,115800.0,115810.0,115740.0,115760.0,1691
SPFB.RTS-12.18,1,25/09/18,16:58,115750.0,115800.0,115690.0,115700.0,959
SPFB.RTS-12.18,1,25/09/18,16:59,115700.0,115740.0,115680.0,115740.0,507
SPFB.RTS-12.18,1,25/09/18,17:00,115730.0,115760.0,115680.0,115690.0,817
SPFB.RTS-12.18,1,25/09/18,17:01,115710.0,115710.0,115620.0,115660.0,1176
