<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS-12.18,1,25/09/18,21:58,115530.0,115530.0,115510.0,115530.0,58
SPFB.RTS-12.18,1,25/09/18,21:59,115520.0,115520.0,115520.0,115520.0,7
SPFB.RTS-12.18,1,25/09/18,22:00,115530.0,115530.0,115530.0,115530.0,25
SPFB.RTS-12.18,1,25/09/18,22:01,115540.0,115540.0,115530.0,115540.0,59
SPFB.RTS-12.18,1,25/09/18,22:02,115540.0,115560.0,115530.0,115540.0,90
SPFB.RTS-12.18,1,25/09/18,22:03,115540.0,115540.0,115520.0,115530.0,36
SPFB.RTS-12.18,1,25/09/18,22:04,115540.0,115550.0,115530.0,115550.0,17
SPFB.RTS-12.18,1,25/09/18,22:05,115540.0,115540.0,115530.0,115530.0,42
SPFB.RTS-12.18,1,25/09/18,22:06,115550.0,115550.0,115530.0,115530.0,40
SPFB.RTS-12.18,1,25/09/18,22:07,115520.0,115540.0,115520.0,115530.0,28
SPFB.RTS-12.18,1,25/09/18,22:08,115540.0,115640.0,115530.0,115620.0,765
SPFB.RTS-12.18,1,25/09/18,22:09,115630.0,115670.0,115610.0,115640.0,513
SPFB.RTS-12.18,1,25/09/18,22:10,115650.0,115690.0,115650.0,115660.0,359
SPFB.RTS-12.18,1,25/09/18,22:11,115660.0,115710.0,115640.0,115710.0,368
SPFB.RTS-12.18,1,25/09/18,22:12,115700.0,115720.0,115670.0,115670.0,144
SPFB.RTS-12.18,1,25/09/18,22:13,115670.0,115690.0,115640.0,115670.0,209
SPFB.RTS-12.18,1,25/09/18,22:14,115680.0,115700.0,115650.0,115670.0,134
SPFB.RTS-12.18,1,25/09/18,22:15,115670.0,115670.0,115610.0,115640.0,144
SPFB.RTS-12.18,1,25/09/18,22:16,115650.0,115660.0,115620.0,115620.0,145
SPFB.RTS-12.18,1,25/09/18,22:17,115620.0,115670.0,115620.0,115650.0,124
SPFB.RTS-12.18,1,25/09/18,22:18,115660.0,115690.0,115660.0,115690.0,90
SPFB.RTS-12.18,1,25/09/18,22:19,115690.0,115690.0,115660.0,115680.0,63
SPFB.RTS-12.18,1,25/09/18,22:20,115680.0,115680.0,115680.0,115680.0,17
SPFB.RTS-12.18,1,25/09/18,22:21,115660.0,115670.0,115640.0,115670.0,78
SPFB.RTS-12.18,1,25/09/18,22:22,115670.0,115680.0,115650.0,115660.0,101
SPFB.RTS-12.18,1,25/09/18,22:23,115650.0,115680.0,115650.0,115670.0,81
SPFB.RTS-12.18,1,25/09/18,22:24,115670.0,115670.0,115650.0,115650.0,27
SPFB.RTS-12.18,1,25/09/18,22:25,115650.0,115660.0,115640.0,115660.0,34
SPFB.RTS-12.18,1,25/09/18,22:26,115660.0,115700.0,115660.0,115690.0,170
SPFB.RTS-12.18,1,25/09/18,22:27,115700.0,115700.0,115690.0,115700.0,98
SPFB.RTS-12.18,1,25/09/18,22:28,115710.0,115720.0,115690.0,115700.0,277
SPFB.RTS-12.18,1,25/09/18,22:29,115710.0,115710.0,115690.0,115710.0,61
SPFB.RTS-12.18,1,25/09/18,22:30,115720.0,115720.0,115700.0,115700.0,43
SPFB.RTS-12.18,1,25/09/18,22:31,115710.0,115710.0,115650.0,115670.0,139
SPFB.RTS-12.18,1,25/09/18,22:32,115670.0,115730.0,115660.0,115730.0,210
SPFB.RTS-12.18,1,25/09/18,22:33,115730.0,115730.0,115710.0,115710.0,6
SPFB.RTS-12.18,1,25/09/18,22:34,115710.0,115710.0,115690.0,115700.0,102
SPFB.RTS-12.18,1,25/09/18,22:35,115710.0,115710.0,115660.0,115670.0,122
SPFB.RTS-12.18,1,25/09/18,22:36,115680.0,115690.0,115640.0,115660.0,235
SPFB.RTS-12.18,1,25/09/18,22:37,115650.0,115660.0,115630.0,115630.0,156
SPFB.RTS-12.18,1,25/09/18,22:38,115630.0,115680.0,115600.0,115670.0,395
SPFB.RTS-12.18,1,25/09/18,22:39,115670.0,115690.0,115660.0,115680.0,122
SPFB.RTS-12.18,1,25/09/18,22:40,115680.0,115680.0,115680.0,115680.0,10
SPFB.RTS-12.18,1,25/09/18,22:41,115670.0,115670.0,115660.0,115660.0,31
SPFB.RTS-12.18,1,25/09/18,22:42,115660.0,115660.0,115650.0,115660.0,39
SPFB.RTS-12.18,1,25/09/18,22:43,115660.0,115660.0,115650.0,115650.0,14
SPFB.RTS-12.18,1,25/09/18,22:44,115650.0,115670.0,115640.0,115670.0,54
SPFB.RTS-12.18,1,25/09/18,22:45,115660.0,115660.0,115660.0,115660.0,1
SPFB.RTS-12.18,1,25/09/18,22:46,115650.0,115690.0,115640.0,115670.0,54
SPFB.RTS-12.18,1,25/09/18,22:47,115670.0,115680.0,115670.0,115670.0,64
SPFB.RTS-12.18,1,25/09/18,22:48,115680.0,115690.0,115670.0,115670.0,79
SPFB.RTS-12.18,1,25/09/18,22:49,115690.0,115700.0,115680.0,115680.0,64
SPFB.RTS-12.18,1,25/09/18,22:50,115680.0,115680.0,115610.0,115610.0,408
SPFB.RTS-12.18,1,25/09/18,22:51,115620.0,115640.0,115590.0,115620.0,335
SPFB.RTS-12.18,1,25/09/18,22:52,115620.0,115650.0,115620.0,115630.0,185
SPFB.RTS-12.18,1,25/09/18,22:53,115630.0,115650.0,115630.0,115640.0,67
SPFB.RTS-12.18,1,25/09/18,22:54,115650.0,115680.0,115630.0,115680.0,122
SPFB.RTS-12.18,1,25/09/18,22:55,115660.0,115660.0,115650.0,115660.0,11
SPFB.RTS-12.18,1,25/09/18,22:56,115650.0,115660.0,115630.0,115640.0,304
SPFB.RTS-12.18,1,25/09/18,22:57,115650.0,115670.0,115630.0,115630.0,60
SPFB.RTS-12.18,1,25/09/18,22:58,115630.0,115630.0,115590.0,115600.0,282
SPFB.RTS-12.18,1,25/09/18,22:59,115590.0,115610.0,115590.0,115600.0,94
SPFB.RTS-12.18,1,25/09/18,23:00,115600.0,115620.0,115590.0,115610.0,127
SPFB.RTS-12.18,1,25/09/18,23:01,115600.0,115600.0,115570.0,115580.0,99
SPFB.RTS-12.18,1,25/09/18,23:02,115580.0,115590.0,115570.0,115580.0,34
SPFB.RTS-12.18,1,25/09/18,23:03,115580.0,115580.0,115580.0,115580.0,5
SPFB.RTS-12.18,1,25/09/18,23:04,115570.0,115590.0,115570.0,115590.0,121
SPFB.RTS-12.18,1,25/09/18,23:05,115590.0,115600.0,115590.0,115600.0,14
SPFB.RTS-12.18,1,25/09/18,23:06,115600.0,115600.0,115590.0,115590.0,31
SPFB.RTS-12.18,1,25/09/18,23:07,115580.0,115590.0,115570.0,115580.0,34
SPFB.RTS-12.18,1,25/09/18,23:08,115570.0,115590.0,115570.0,115590.0,22
SPFB.RTS-12.18,1,25/09/18,23:09,115580.0,115580.0,115580.0,115580.0,3
SPFB.RTS-12.18,1,25/09/18,23:10,115590.0,115590.0,115590.0,115590.0,2
SPFB.RTS-12.18,1,25/09/18,23:11,115590.0,115620.0,115570.0,115620.0,86
SPFB.RTS-12.18,1,25/09/18,23:12,115620.0,115620.0,115620.0,115620.0,3
SPFB.RTS-12.18,1,25/09/18,23:13,115620.0,115640.0,115620.0,115640.0,20
SPFB.RTS-12.18,1,25/09/18,23:14,115630.0,115640.0,115630.0,115640.0,32
SPFB.RTS-12.18,1,25/09/18,23:16,115640.0,115660.0,115640.0,115650.0,82
SPFB.RTS-12.18,1,25/09/18,23:17,115660.0,115680.0,115650.0,115660.0,92
SPFB.RTS-12.18,1,25/09/18,23:18,115660.0,115680.0,115650.0,115660.0,63
SPFB.RTS-12.18,1,25/09/18,23:19,115670.0,115670.0,115660.0,115660.0,17
SPFB.RTS-12.18,1,25/09/18,23:20,115670.0,115680.0,115660.0,115660.0,32
SPFB.RTS-12.18,1,25/09/18,23:21,115680.0,115680.0,115660.0,115670.0,17
SPFB.RTS-12.18,1,25/09/18,23:22,115670.0,115670.0,115650.0,115650.0,16
SPFB.RTS-12.18,1,25/09/18,23:23,115660.0,115660.0,115650.0,115660.0,10
SPFB.RTS-12.18,1,25/09/18,23:24,115650.0,115670.0,115650.0,115670.0,27
SPFB.RTS-12.18,1,25/09/18,23:25,115650.0,115660.0,115650.0,115650.0,14
SPFB.RTS-12.18,1,25/09/18,23:26,115650.0,115670.0,115650.0,115660.0,30
SPFB.RTS-12.18,1,25/09/18,23:27,115660.0,115680.0,115660.0,115670.0,11
SPFB.RTS-12.18,1,25/09/18,23:28,115670.0,115680.0,115640.0,115660.0,135
SPFB.RTS-12.18,1,25/09/18,23:29,115650.0,115650.0,115630.0,115630.0,35
SPFB.RTS-12.18,1,25/09/18,23:30,115640.0,115650.0,115640.0,115650.0,47
SPFB.RTS-12.18,1,25/09/18,23:31,115630.0,115650.0,115560.0,115610.0,522
SPFB.RTS-12.18,1,25/09/18,23:32,115580.0,115580.0,115560.0,115560.0,115
SPFB.RTS-12.18,1,25/09/18,23:33,115560.0,115600.0,115560.0,115600.0,252
SPFB.RTS-12.18,1,25/09/18,23:34,115600.0,115600.0,115550.0,115570.0,48
SPFB.RTS-12.18,1,25/09/18,23:35,115560.0,115560.0,115540.0,115550.0,81
SPFB.RTS-12.18,1,25/09/18,23:36,115550.0,115550.0,115500.0,115520.0,217
SPFB.RTS-12.18,1,25/09/18,23:37,115510.0,115530.0,115500.0,115530.0,89
SPFB.RTS-12.18,1,25/09/18,23:38,115510.0,115520.0,115500.0,115510.0,56
SPFB.RTS-12.18,1,25/09/18,23:39,115500.0,115510.0,115490.0,115500.0,123
SPFB.RTS-12.18,1,25/09/18,23:40,115500.0,115520.0,115500.0,115510.0,63
SPFB.RTS-12.18,1,25/09/18,23:41,115500.0,115530.0,115500.0,115510.0,112
SPFB.RTS-12.18,1,25/09/18,23:42,115530.0,115540.0,115510.0,115530.0,140
SPFB.RTS-12.18,1,25/09/18,23:43,115520.0,115530.0,115510.0,115510.0,31
SPFB.RTS-12.18,1,25/09/18,23:44,115530.0,115530.0,115500.0,115500.0,53
SPFB.RTS-12.18,1,25/09/18,23:45,115500.0,115520.0,115490.0,115500.0,58
SPFB.RTS-12.18,1,25/09/18,23:46,115500.0,115530.0,115490.0,115530.0,118
SPFB.RTS-12.18,1,25/09/18,23:47,115530.0,115580.0,115520.0,115580.0,228
SPFB.RTS-12.18,1,25/09/18,23:48,115570.0,115610.0,115550.0,115590.0,236
SPFB.RTS-12.18,1,25/09/18,23:49,115590.0,115630.0,115570.0,115570.0,405
SPFB.RTS-12.18,1,25/09/18,23:50,115560.0,115580.0,115450.0,115490.0,380
SPFB.RTS-12.18,1,23/10/18,10:01,111650.0,111650.0,110500.0,110630.0,9573
SPFB.RTS-12.18,1,23/10/18,10:02,110630.0,110700.0,110540.0,110640.0,4070
SPFB.RTS-12.18,1,23/10/18,10:03,110650.0,110870.0,110630.0,110840.0,2852
SPFB.RTS-12.18,1,23/10/18,10:04,110850.0,110850.0,110670.0,110670.0,2127
SPFB.RTS-12.18,1,23/10/18,10:05,110680.0,110820.0,110650.0,110660.0,1877
SPFB.RTS-12.18,1,23/10/18,10:06,110660.0,110790.0,110640.0,110780.0,2149
SPFB.RTS-12.18,1,23/10/18,10:07,110780.0,110830.0,110710.0,110740.0,1143
SPFB.RTS-12.18,1,23/10/18,10:08,110740.0,110840.0,110710.0,110800.0,1086
SPFB.RTS-12.18,1,23/10/18,10:09,110810.0,110850.0,110500.0,110600.0,5267
SPFB.RTS-12.18,1,23/10/18,10:10,110590.0,110630.0,110540.0,110580.0,907
SPFB.RTS-12.18,1,23/10/18,10:11,110580.0,110650.0,110540.0,110580.0,1036
SPFB.RTS-12.18,1,23/10/18,10:12,110590.0,110710.0,110570.0,110710.0,979
SPFB.RTS-12.18,1,23/10/18,10:13,110710.0,110790.0,110680.0,110720.0,1885
SPFB.RTS-12.18,1,23/10/18,10:14,110720.0,110870.0,110700.0,110850.0,1522
SPFB.RTS-12.18,1,23/10/18,10:15,110840.0,110920.0,110820.0,110880.0,1186
SPFB.RTS-12.18,1,23/10/18,10:16,110890.0,110900.0,110820.0,110900.0,997
SPFB.RTS-12.18,1,23/10/18,10:17,110910.0,110930.0,110820.0,110840.0,1146
SPFB.RTS-12.18,1,23/10/18,10:18,110850.0,110900.0,110800.0,110870.0,615
SPFB.RTS-12.18,1,23/10/18,10:19,110870.0,110920.0,110810.0,110840.0,1015
SPFB.RTS-12.18,1,23/10/18,10:20,110840.0,110900.0,110830.0,110900.0,313
SPFB.RTS-12.18,1,23/10/18,10:21,110900.0,110920.0,110810.0,110890.0,1067
SPFB.RTS-12.18,1,23/10/18,10:22,110890.0,110890.0,110800.0,110860.0,673
SPFB.RTS-12.18,1,23/10/18,10:23,110870.0,110910.0,110800.0,110870.0,1442
SPFB.RTS-12.18,1,23/10/18,10:24,110870.0,110960.0,110750.0,110950.0,1778
SPFB.RTS-12.18,1,23/10/18,10:25,110960.0,111080.0,110930.0,111040.0,2111
SPFB.RTS-12.18,1,23/10/18,10:26,111030.0,111050.0,110890.0,110910.0,1139
SPFB.RTS-12.18,1,23/10/18,10:27,110900.0,111060.0,110900.0,111060.0,988
SPFB.RTS-12.18,1,23/10/18,10:28,111060.0,111090.0,110990.0,111040.0,974
SPFB.RTS-12.18,1,23/10/18,10:29,111040.0,111070.0,110980.0,111020.0,671
SPFB.RTS-12.18,1,23/10/18,10:30,111040.0,111040.0,110980.0,111000.0,549
SPFB.RTS-12.18,1,23/10/18,10:31,110990.0,111170.0,110970.0,111130.0,1527
SPFB.RTS-12.18,1,23/10/18,10:32,111120.0,111170.0,111080.0,111120.0,1243
SPFB.RTS-12.18,1,23/10/18,10:33,111110.0,111170.0,111080.0,111140.0,553
SPFB.RTS-12.18,1,23/10/18,10:34,111140.0,111210.0,111140.0,111200.0,1201
SPFB.RTS-12.18,1,23/10/18,10:35,111200.0,111220.0,111150.0,111170.0,946
SPFB.RTS-12.18,1,23/10/18,10:36,111180.0,111200.0,111130.0,111170.0,897
SPFB.RTS-12.18,1,23/10/18,10:37,111180.0,111200.0,111140.0,111170.0,215
SPFB.RTS-12.18,1,23/10/18,10:38,111160.0,111200.0,111120.0,111140.0,762
SPFB.RTS-12.18,1,23/10/18,10:39,111140.0,111180.0,111120.0,111180.0,386
SPFB.RTS-12.18,1,23/10/18,10:40,111170.0,111170.0,111090.0,111090.0,963
SPFB.RTS-12.18,1,23/10/18,10:41,111090.0,111110.0,111060.0,111080.0,677
SPFB.RTS-12.18,1,23/10/18,10:42,111070.0,111100.0,111050.0,111100.0,875
SPFB.RTS-12.18,1,23/10/18,10:43,111090.0,111150.0,111060.0,111090.0,606
SPFB.RTS-12.18,1,23/10/18,10:44,111080.0,111120.0,111020.0,111040.0,530
SPFB.RTS-12.18,1,23/10/18,10:45,111030.0,111100.0,111020.0,111020.0,585
SPFB.RTS-12.18,1,23/10/18,10:46,111020.0,111040.0,110870.0,110910.0,1596
SPFB.RTS-12.18,1,23/10/18,10:47,110900.0,110970.0,110880.0,110920.0,755
SPFB.RTS-12.18,1,23/10/18,10:48,110930.0,110960.0,110870.0,110940.0,1268
SPFB.RTS-12.18,1,23/10/18,10:49,110940.0,111010.0,110930.0,110940.0,675
SPFB.RTS-12.18,1,23/10/18,10:50,110930.0,110930.0,110870.0,110870.0,640
SPFB.RTS-12.18,1,23/10/18,10:51,110890.0,110900.0,110850.0,110880.0,497
SPFB.RTS-12.18,1,23/10/18,10:52,110880.0,110920.0,110850.0,110870.0,624
SPFB.RTS-12.18,1,23/10/18,10:53,110870.0,111000.0,110870.0,110980.0,993
SPFB.RTS-12.18,1,23/10/18,10:54,110980.0,110980.0,110920.0,110930.0,246
SPFB.RTS-12.18,1,23/10/18,10:55,110950.0,110990.0,110930.0,110930.0,223
SPFB.RTS-12.18,1,23/10/18,10:56,110920.0,110930.0,110830.0,110870.0,786
SPFB.RTS-12.18,1,23/10/18,10:57,110880.0,110910.0,110820.0,110830.0,529
SPFB.RTS-12.18,1,23/10/18,10:58,110830.0,110850.0,110680.0,110690.0,2142
SPFB.RTS-12.18,1,23/10/18,10:59,110690.0,110760.0,110690.0,110730.0,1018
SPFB.RTS-12.18,1,23/10/18,11:00,110740.0,110740.0,110670.0,110670.0,663
SPFB.RTS-12.18,1,23/10/18,11:01,110670.0,110730.0,110620.0,110730.0,1249
SPFB.RTS-12.18,1,23/10/18,11:02,110730.0,110760.0,110710.0,110710.0,511
SPFB.RTS-12.18,1,23/10/18,11:03,110710.0,110780.0,110690.0,110730.0,746
SPFB.RTS-12.18,1,23/10/18,11:04,110730.0,110750.0,110690.0,110720.0,286
SPFB.RTS-12.18,1,23/10/18,11:05,110710.0,110740.0,110670.0,110720.0,344
SPFB.RTS-12.18,1,23/10/18,11:06,110720.0,110720.0,110670.0,110690.0,382
SPFB.RTS-12.18,1,23/10/18,11:07,110680.0,110730.0,110630.0,110690.0,807
SPFB.RTS-12.18,1,23/10/18,11:08,110700.0,110850.0,110700.0,110840.0,1277
SPFB.RTS-12.18,1,23/10/18,11:09,110850.0,110890.0,110780.0,110810.0,1393
SPFB.RTS-12.18,1,23/10/18,11:10,110800.0,110840.0,110750.0,110800.0,279
SPFB.RTS-12.18,1,23/10/18,11:11,110790.0,110800.0,110760.0,110790.0,548
SPFB.RTS-12.18,1,23/10/18,11:12,110790.0,110870.0,110720.0,110830.0,559
SPFB.RTS-12.18,1,23/10/18,11:13,110850.0,110850.0,110780.0,110800.0,305
SPFB.RTS-12.18,1,23/10/18,11:14,110790.0,110800.0,110660.0,110680.0,766
SPFB.RTS-12.18,1,23/10/18,11:15,110680.0,110710.0,110650.0,110680.0,536
SPFB.RTS-12.18,1,23/10/18,11:16,110680.0,110720.0,110590.0,110640.0,1845
SPFB.RTS-12.18,1,23/10/18,11:17,110640.0,110680.0,110610.0,110650.0,347
SPFB.RTS-12.18,1,23/10/18,11:18,110640.0,110660.0,110580.0,110620.0,644
SPFB.RTS-12.18,1,23/10/18,11:19,110620.0,110620.0,110560.0,110570.0,938
SPFB.RTS-12.18,1,23/10/18,11:20,110570.0,110610.0,110410.0,110430.0,3569
SPFB.RTS-12.18,1,23/10/18,11:21,110430.0,110560.0,110380.0,110560.0,2714
SPFB.RTS-12.18,1,23/10/18,11:22,110540.0,110670.0,110540.0,110600.0,1908
SPFB.RTS-12.18,1,23/10/18,11:23,110600.0,110670.0,110580.0,110670.0,1112
SPFB.RTS-12.18,1,23/10/18,11:24,110660.0,110670.0,110590.0,110640.0,647
SPFB.RTS-12.18,1,23/10/18,11:25,110660.0,110710.0,110600.0,110680.0,1007
SPFB.RTS-12.18,1,23/10/18,11:26,110680.0,110690.0,110590.0,110600.0,584
SPFB.RTS-12.18,1,23/10/18,11:27,110590.0,110630.0,110560.0,110600.0,485
SPFB.RTS-12.18,1,23/10/18,11:28,110600.0,110610.0,110390.0,110410.0,1149
SPFB.RTS-12.18,1,23/10/18,11:29,110400.0,110490.0,110390.0,110450.0,807
SPFB.RTS-12.18,1,23/10/18,11:30,110460.0,110480.0,110380.0,110400.0,861
SPFB.RTS-12.18,1,23/10/18,11:31,110400.0,110480.0,110280.0,110470.0,2846
SPFB.RTS-12.18,1,23/10/18,11:32,110470.0,110470.0,110410.0,110440.0,565
SPFB.RTS-12.18,1,23/10/18,11:33,110440.0,110550.0,110420.0,110540.0,1141
SPFB.RTS-12.18,1,23/10/18,11:34,110550.0,110700.0,110530.0,110650.0,1674
SPFB.RTS-12.18,1,23/10/18,11:35,110660.0,110700.0,110630.0,110680.0,1283
SPFB.RTS-12.18,1,23/10/18,11:36,110680.0,110690.0,110570.0,110690.0,993
SPFB.RTS-12.18,1,23/10/18,11:37,110680.0,110680.0,110620.0,110650.0,426
SPFB.RTS-12.18,1,23/10/18,11:38,110640.0,110690.0,110570.0,110600.0,565
SPFB.RTS-12.18,1,23/10/18,11:39,110620.0,110650.0,110600.0,110630.0,427
SPFB.RTS-12.18,1,23/10/18,11:40,110640.0,110650.0,110560.0,110570.0,560
SPFB.RTS-12.18,1,23/10/18,11:41,110570.0,110650.0,110560.0,110640.0,311
SPFB.RTS-12.18,1,23/10/18,11:42,110660.0,110690.0,110600.0,110620.0,511
SPFB.RTS-12.18,1,23/10/18,11:43,110630.0,110790.0,110580.0,110730.0,1399
SPFB.RTS-12.18,1,23/10/18,11:44,110720.0,110780.0,110700.0,110770.0,382
SPFB.RTS-12.18,1,23/10/18,11:45,110770.0,110860.0,110720.0,110840.0,1623
SPFB.RTS-12.18,1,23/10/18,11:46,110850.0,110890.0,110800.0,110820.0,970
SPFB.RTS-12.18,1,23/10/18,11:47,110820.0,110840.0,110730.0,110730.0,593
SPFB.RTS-12.18,1,23/10/18,11:48,110730.0,110760.0,110710.0,110710.0,606
SPFB.RTS-12.18,1,23/10/18,11:49,110710.0,110790.0,110710.0,110770.0,840
SPFB.RTS-12.18,1,23/10/18,11:50,110770.0,110800.0,110720.0,110720.0,731
SPFB.RTS-12.18,1,23/10/18,11:51,110730.0,110770.0,110710.0,110720.0,632
SPFB.RTS-12.18,1,23/10/18,11:52,110720.0,110760.0,110700.0,110700.0,534
SPFB.RTS-12.18,1,23/10/18,11:53,110700.0,110740.0,110700.0,110730.0,420
SPFB.RTS-12.18,1,23/10/18,11:54,110730.0,110800.0,110710.0,110780.0,630
SPFB.RTS-12.18,1,23/10/18,11:55,110770.0,110790.0,110740.0,110740.0,67
SPFB.RTS-12.18,1,23/10/18,11:56,110740.0,110750.0,110670.0,110730.0,324
SPFB.RTS-12.18,1,23/10/18,11:57,110720.0,110740.0,110690.0,110710.0,391
SPFB.RTS-12.18,1,23/10/18,11:58,110710.0,110720.0,110650.0,110660.0,467
SPFB.RTS-12.18,1,23/10/18,11:59,110660.0,110710.0,110650.0,110670.0,320
SPFB.RTS-12.18,1,23/10/18,12:00,110670.0,110680.0,110600.0,110610.0,580
SPFB.RTS-12.18,1,23/10/18,12:01,110600.0,110660.0,110590.0,110600.0,913
SPFB.RTS-12.18,1,23/10/18,12:02,110610.0,110630.0,110540.0,110580.0,905
SPFB.RTS-12.18,1,23/10/18,12:03,110580.0,110580.0,110520.0,110540.0,456
SPFB.RTS-12.18,1,23/10/18,12:04,110550.0,110560.0,110440.0,110450.0,702
SPFB.RTS-12.18,1,23/10/18,12:05,110450.0,110500.0,110410.0,110500.0,855
SPFB.RTS-12.18,1,23/10/18,12:06,110500.0,110510.0,110430.0,110470.0,1024
SPFB.RTS-12.18,1,23/10/18,12:07,110470.0,110510.0,110460.0,110470.0,729
SPFB.RTS-12.18,1,23/10/18,12:08,110470.0,110510.0,110450.0,110510.0,609
SPFB.RTS-12.18,1,23/10/18,12:09,110510.0,110600.0,110510.0,110580.0,918
SPFB.RTS-12.18,1,23/10/18,12:10,110580.0,110600.0,110500.0,110520.0,542
SPFB.RTS-12.18,1,23/10/18,12:11,110520.0,110590.0,110500.0,110580.0,415
SPFB.RTS-12.18,1,23/10/18,12:12,110580.0,110630.0,110570.0,110590.0,665
SPFB.RTS-12.18,1,23/10/18,12:13,110590.0,110670.0,110580.0,110610.0,633
SPFB.RTS-12.18,1,23/10/18,12:14,110610.0,110660.0,110570.0,110600.0,537
SPFB.RTS-12.18,1,23/10/18,12:15,110600.0,110640.0,110560.0,110630.0,463
SPFB.RTS-12.18,1,23/10/18,12:16,110610.0,110630.0,110500.0,110520.0,675
SPFB.RTS-12.18,1,23/10/18,12:17,110510.0,110550.0,110500.0,110510.0,418
SPFB.RTS-12.18,1,23/10/18,12:18,110500.0,110530.0,110360.0,110390.0,1706
SPFB.RTS-12.18,1,23/10/18,12:19,110400.0,110460.0,110390.0,110390.0,750
SPFB.RTS-12.18,1,23/10/18,12:20,110400.0,110450.0,110330.0,110340.0,799
SPFB.RTS-12.18,1,23/10/18,12:21,110340.0,110440.0,110310.0,110440.0,743
SPFB.RTS-12.18,1,23/10/18,12:22,110450.0,110650.0,110450.0,110640.0,1461
SPFB.RTS-12.18,1,23/10/18,12:23,110650.0,110680.0,110620.0,110630.0,1206
SPFB.RTS-12.18,1,23/10/18,12:24,110620.0,110660.0,110590.0,110590.0,1735
SPFB.RTS-12.18,1,23/10/18,12:25,110590.0,110600.0,110510.0,110510.0,967
SPFB.RTS-12.18,1,23/10/18,12:26,110520.0,110530.0,110410.0,110430.0,1465
SPFB.RTS-12.18,1,23/10/18,12:27,110440.0,110440.0,110220.0,110260.0,3173
SPFB.RTS-12.18,1,23/10/18,12:28,110270.0,110350.0,110250.0,110330.0,1361
SPFB.RTS-12.18,1,23/10/18,12:29,110330.0,110380.0,110230.0,110310.0,621
SPFB.RTS-12.18,1,23/10/18,12:30,110280.0,110300.0,110130.0,110140.0,2368
SPFB.RTS-12.18,1,23/10/18,12:31,110140.0,110250.0,110110.0,110230.0,1541
SPFB.RTS-12.18,1,23/10/18,12:32,110220.0,110230.0,110160.0,110180.0,494
SPFB.RTS-12.18,1,23/10/18,12:33,110180.0,110230.0,110150.0,110160.0,337
SPFB.RTS-12.18,1,23/10/18,12:34,110160.0,110220.0,110150.0,110210.0,603
SPFB.RTS-12.18,1,23/10/18,12:35,110200.0,110230.0,110180.0,110230.0,368
SPFB.RTS-12.18,1,23/10/18,12:36,110230.0,110230.0,110180.0,110200.0,209
SPFB.RTS-12.18,1,23/10/18,12:37,110180.0,110200.0,110120.0,110140.0,507
SPFB.RTS-12.18,1,23/10/18,12:38,110130.0,110180.0,110130.0,110150.0,397
SPFB.RTS-12.18,1,23/10/18,12:39,110160.0,110310.0,110150.0,110290.0,1208
SPFB.RTS-12.18,1,23/10/18,12:40,110310.0,110380.0,110300.0,110350.0,1051
SPFB.RTS-12.18,1,23/10/18,12:41,110340.0,110340.0,110270.0,110300.0,362
SPFB.RTS-12.18,1,23/10/18,12:42,110300.0,110310.0,110250.0,110260.0,290
SPFB.RTS-12.18,1,23/10/18,12:43,110250.0,110300.0,110250.0,110260.0,230
SPFB.RTS-12.18,1,23/10/18,12:44,110270.0,110340.0,110260.0,110280.0,231
SPFB.RTS-12.18,1,23/10/18,12:45,110280.0,110290.0,110190.0,110290.0,474
SPFB.RTS-12.18,1,23/10/18,12:46,110280.0,110320.0,110260.0,110270.0,318
SPFB.RTS-12.18,1,23/10/18,12:47,110270.0,110340.0,110270.0,110330.0,210
SPFB.RTS-12.18,1,23/10/18,12:48,110320.0,110350.0,110280.0,110350.0,158
SPFB.RTS-12.18,1,23/10/18,12:49,110350.0,110380.0,110320.0,110340.0,251
SPFB.RTS-12.18,1,23/10/18,12:50,110340.0,110390.0,110320.0,110390.0,184
SPFB.RTS-12.18,1,23/10/18,12:51,110390.0,110470.0,110300.0,110460.0,1597
SPFB.RTS-12.18,1,23/10/18,12:52,110460.0,110480.0,110410.0,110430.0,456
SPFB.RTS-12.18,1,23/10/18,12:53,110430.0,110510.0,110430.0,110510.0,662
SPFB.RTS-12.18,1,23/10/18,12:54,110510.0,110520.0,110440.0,110440.0,454
SPFB.RTS-12.18,1,23/10/18,12:55,110440.0,110470.0,110430.0,110470.0,402
SPFB.RTS-12.18,1,23/10/18,12:56,110480.0,110490.0,110430.0,110490.0,413
SPFB.RTS-12.18,1,23/10/18,12:57,110490.0,110560.0,110450.0,110480.0,820
SPFB.RTS-12.18,1,23/10/18,12:58,110470.0,110500.0,110400.0,110410.0,570
SPFB.RTS-12.18,1,23/10/18,12:59,110400.0,110510.0,110400.0,110500.0,399
SPFB.RTS-12.18,1,23/10/18,13:00,110500.0,110600.0,110500.0,110560.0,750
SPFB.RTS-12.18,1,23/10/18,13:01,110560.0,110630.0,110550.0,110580.0,1266
SPFB.RTS-12.18,1,23/10/18,13:02,110580.0,110620.0,110550.0,110550.0,630
SPFB.RTS-12.18,1,23/10/18,13:03,110550.0,110550.0,110470.0,110530.0,698
